"46005314","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ, SAN ANDRÉS Y SAN BENITO","SAN JOSÉ, SAN ANDRÉS Y SAN BENITO","Priv.","CL","ANDRÉS M.PASTOR","12",46470,"MASSANASSA","València","961250581","961255163",39.408,-0.396366
"46006021","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA MILAGROSA","LA MILAGROSA","Priv.","CL","MIRADOR","1",46870,"ONTINYENT","València","962380312","962380312",38.8217,-0.609988
"46015241","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","FRANCISCO ESTEVE","C.E.ESPECIAL FRANCISCO ESTEVE","Priv.","CL","CONTINUACION DE VICENTE CARDONA","S/N",46980,"PATERNA","València","961381489","961370769",39.4989,-0.442908
"46016671","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCOLA GAVINA","ESCOLA GAVINA","Priv.","PD","DE LA MARTINA","S/N",46210,"PICANYA","València","961590594","961591897",39.4446,-0.443533
"46017109","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LES CAROLINES","LES CAROLINES","Priv.","CL","MORERA (URB.LLOMA DE LA VERGE,BUSTIA 42)","5",46220,"PICASSENT","València","961232900","961221095",39.3863,-0.488945
"46003202","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN","SAGRADO CORAZÓN","Priv.","CL","PIZARRO","11",46930,"QUART DE POBLET","València","961541460","961541460",39.4819,-0.439062
"46007803","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SEDAVÍ","SEDAVÍ","Priv.","CL","ISAAC PERAL","40",46910,"SEDAVÍ","València","963755423","963755423",39.4272,-0.387735
"46008352","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","ACADEMIA ALMI","CENTRE F.PROFESSIONAL ACADEMIA ALMI","Priv.","CL","SAN LUIS","89",46760,"TAVERNES DE LA VALLDIGNA","València","962820229","962820229",39.0766,-0.262846
"46004701","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","LA INMACULADA","LA INMACULADA","Priv.","PZ","SANT PERE","10",46800,"XÀTIVA","València","962274215","962274215",38.9886,-0.513568
"46000493","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","9 D'OCTUBRE","9 D'OCTUBRE","Púb.","CL","EXTENSIÓ AGRÀRIA","11",46290,"ALCÀSSER","València","961231858","961221145",39.3685,-0.448015
"46000511","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES","CERVANTES","Púb.","CL","CLARA CAMPOAMOR","3",46293,"ALCÀNTERA DE XÚQUER","València","962580337","962580337",39.0684,-0.559219
"46016713","INSTITUT D'EDUCACIÓ SECUNDÀRIA","25 D'ABRIL","INSTITUT EDUCACIÓ SECUNDÀRIA 25 D`ABRIL","Púb.","CM","D'ORBA","S/N",46910,"ALFAFAR","València","963761782","963965395",39.4179,-0.396184
"46001205","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES","CERVANTES","Púb.","CM","DE LA CREUETA","S/N",46680,"ALGEMESÍ","València","962481645","",39.1881,-0.428381
"46017407","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MAESTRO EMILIO LUNA","MAESTRO EMILIO LUNA","Púb.","CL","SANT MIQUEL","S/N",46230,"ALGINET","València","961751142","961751142",39.2569,-0.470073
"46001357","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ALMASSAF","ALMASSAF","Púb.","PS","DEL PARC","S/N",46440,"ALMUSSAFES","València","961782521","961794508",39.2936,-0.413607
"46000699","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","AUSIÀS MARCH","Púb.","AV","VICENTE VIDAL","54",46600,"ALZIRA","València","962413879","962455027",39.1468,-0.426493
"46000729","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LLUÍS VIVES","LLUÍS VIVES","Púb.","CL","CANONONGE BDO.BLASCO CARRERES","S/N",46600,"ALZIRA","València","962410160","962419325",39.1537,-0.443466
"46001783","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT MARC","SANT MARC","Púb.","CL","HORTETS","S/N",46722,"BENIARJÓ","València","962800488","962899004",38.9335,-0.18658
"46001850","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTA BÁRBARA","SANTA BÁRBARA","Púb.","CL","NOU","60",46450,"BENIFAIÓ","València","961780967","",39.2872,-0.42566
"46001886","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BEATA INÉS","BEATA INÉS","Púb.","CL","MESTRE JOSÉ MOSCARDÓ","S/N",46830,"BENIGÁNIM","València","962215225","",38.9443,-0.446695
"46001928","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BLASCO IBÁÑEZ","BLASCO IBÁÑEZ","Púb.","CM","DE SILLA","S/N",46469,"BENIPARRELL","València","961202579","",39.3795,-0.410614
"46001953","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VERGE DEL FONAMENT","VERGE DEL FONAMENT","Púb.","AV","VIRGEN DEL FUNDAMENTO","S/N",46181,"BENISANÓ","València","962781283","962798268",39.6116,-0.57425
"46019994","CENTRE PRIVAT DE FORMACIO DE PERSONES ADULTES","U.G.T.","F.P.A. U.G.T.","Priv.","CL","ARQUITECTO MORA","7",46010,"VALENCIA","València","963737861","",39.4734,-0.36316
"03013911","CENTRO DOCENTE PRIVADO EXTRANJERO DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA","DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA","DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA","Priv.","AV","DE CASTILLA","S/N",3170,"ROJALES","Alacant","966719684","966719684",38.0666,-0.72682
"03013455","CENTRE DOCENT PRIVAT ESTRANGER","COSTA BLANCA INTERNATIONAL COLLEGE, SL","COSTA BLANCA INTERNATIONAL COLLEGE, SL","Priv.","PD","DE SANZ","S/N",3503,"BENIDORM","Alacant","966803411","966889410",38.5609,-0.09259
"03013893","CENTRE DOCENT PRIVAT ESTRANGER","NEWTON COLLEGE","NEWTON COLLEGE","Priv.","CM","VELL ELX-ALACANT, KM. 3","",3295,"ELX","Alacant","965451428","965451428",38.274,-0.637336
"46020388","CONSERVATORI PROFESSIONAL DE DANSA","","CONSERVATORI PROFESSIONAL DE DANSA","Púb.","CM","DE VERA","S/N",46022,"VALENCIA","València","963695959","963608341",39.4836,-0.347346
"12005179","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA LLUNA","CENTRE EDUCACIÓ INFANTIL (1) LA LLUNA","Priv.","AV","DELS CAMPS ELISIS","4",12006,"CASTELLÓ DE LA PLANA","Castelló","964201211","",39.9875,-0.059642
"46021472","ESCOLA PRIVADA DE MÚSICA","LA PROTECTORA","E. DE MÚSICA LA PROTECTORA","Priv.","PZ","MAJOR","6",46266,"ANTELLA","València","962974308","",39.0796,-0.592108
"46021496","ESCOLA PRIVADA DE MÚSICA","LA ARTESANA","E. DE MÚSICA LA ARTESANA","Priv.","CL","COLÓN","21",46470,"CATARROJA","València","","",39.4037,-0.404445
"03014228","ESCOLA PRIVADA DE MÚSICA","UNIÓN MUSICAL","E. DE MÚSICA UNIÓN MUSICAL","Priv.","CL","AUSIÀS MARCH","32-2",3330,"CREVILLENT","Alacant","965402961","",38.2457,-0.813503
"46021514","ESCUELA PRIVADA DE MÚSICA MAESTRO VENTURA","MAESTRO VENTURA","E. DE MÚSICA MAESTRO VENTURA","Priv.","PZ","PAIS VALENCIANO","9",46810,"ENGUERA","València","962224707","",38.98,-0.687182
"46021538","ESCUELA PÚBLICA DE MÚSICA MUNICIPAL","MUNICIPAL","E. DE MÚSICA MUNICIPAL","Púb.","CL","JESÚS","1",46388,"GODELLETA","València","961800639","961800663",39.422,-0.686281
"03014332","ESCOLA PÚBLICA DE MÚSICA","MUNICIPAL","E. DE MÚSICA MUNICIPAL","Púb.","CL","MAESTRA CONSUELO SANCHIZ","38",3769,"BENIMELI","Alacant","965587123","",38.8224,-0.043725
"46021721","ESCOLA PRIVADA DE MÚSICA","AGRUPACIÓ MUSICAL","E. DE MÚSICA AGRUPACIO MUSICAL","Priv.","CL","DE LA SEQUIA","S/N",46714,"PALMERA","València","962893442","",38.9409,-0.153615
"46021733","ESCOLA PRIVADA DE MÚSICA","UNIÓ MUSICAL","E. DE MÚSICA DE LA UNIÓ MUSICAL","Priv.","PZ","MACHI","1",46291,"BENIMODO","València","962530081","",39.2134,-0.527645
"46021745","ESCUELA PRIVADA DE MÚSICA LA SERRANÍA","LA SERRANÍA","E. DE MÚSICA LA SERRANIA","Priv.","CL","LARGA","7",46166,"GESTALGAR","València","961660003","961660003",39.604,-0.83502
"12005301","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","LOS ÁNGELES","CENTRE EDUCACIÓ INFANTIL LOS ÁNGELES","Priv.","CM","FADRELL","S/N",12005,"CASTELLÓ DE LA PLANA","Castelló","964213635","964213635",39.9647,-0.052915
"03014344","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","GRAÜLL","GRAÜLL","Púb.","PD","FREGINAL","S/N",3730,"XÀBIA","Alacant","965791703","",38.787,0.16237
"03014381","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ELS TOLLS","ELS TOLLS","Púb.","CL","MUNICIPI","18",3502,"BENIDORM","Alacant","966812513","966806915",38.5474,-0.123269
"46001175","CENTRE D'EDUCACIÓ ESPECIAL","ALBERTO TORTAJADA","C.E.ESPECIAL ALBERTO TORTAJADA","Púb.","CM","DE LA CREUETA-PONT DE PALIS","S/N",46680,"ALGEMESÍ","València","962482804","",39.1883,-0.425988
"46021782","CONSERVATORI PROFESSIONAL DE MÚSICA","JOSEP CLIMENT","CONSERVATORI PROFESSIONAL DE MÚSICA JOSEP CLIMENT","Púb.","CL","MANUEL DE FALLA","2",46780,"OLIVA","València","962853659","962851075",38.9172,-0.114691
"03014371","INSTITUT D'EDUCACIÓ SECUNDÀRIA","POETA PACO MOLLÀ","INSTITUT EDUCACIÓ SECUNDÀRIA POETA PACO MOLLÀ","Púb.","AV","REINA SOFÍA","S/N",3610,"PETRER","Alacant","966955028","966955028",38.479,-0.779257
"46021708","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MONTDÚVER","INSTITUT EDUCACIÓ SECUNDÀRIA MONTDÚVER","Púb.","CL","LLUÍS VIVES","S/N",46770,"XERACO","València","962890658","962890658",39.0367,-0.2186
"03000424","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SALESIANOS JUAN XXIII","SALESIANOS JUAN XXIII","Priv.","CL","SAN JUAN BOSCO","37",3804,"ALCOI","Alacant","965332640","965523197",38.7086,-0.462327
"03003449","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ALMEDIA","ALMEDIA","Priv.","PD","COLOMINA","S/N",3510,"CALLOSA D'EN SARRIÀ","Alacant","965881141","965881016",38.6547,-0.123248
"03004223","INSTITUT D'EDUCACIÓ SECUNDÀRIA","HISTORIADOR CHABAS","INSTITUT EDUCACIÓ SECUNDÀRIA HISTORIADOR CHABAS","Púb.","CL","MANUEL VALLALTA","3",3700,"DÉNIA","Alacant","965781286","965781662",38.8308,0.099419
"03004235","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MARÍA IBARS","INSTITUT EDUCACIÓ SECUNDÀRIA MARÍA IBARS","Púb.","CM","DEL LLAVADOR","S/N",3700,"DÉNIA","Alacant","965780489","965781152",38.8446,0.098855
"03000710","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN ROQUE","SAN ROQUE","Púb.","CL","MALDONADO","9",3002,"ALACANT","Alacant","965207188","965207188",38.3463,-0.48114
"03010399","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTO DOMINGO","SANTO DOMINGO","Púb.","PZ","TOMÁS VALCÁRCEL DEZA","S/N",3006,"ALACANT","Alacant","965121714","965123711",38.3482,-0.501906
"03000722","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","9 D'OCTUBRE","9 D'OCTUBRE","Púb.","CL","PINOSO","27",3012,"ALACANT","Alacant","965247427","965247427",38.3596,-0.480952
"03001672","COL·LEGI D'EDUCACIÓ PRIMÀRIA","VIRGEN DEL REMEDIO","VIRGEN DEL REMEDIO","Púb.","CL","LAS PALMAS","1",3014,"ALACANT","Alacant","965183139","965183139",38.3711,-0.485909
"03002160","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA CAÑADA DEL FENOLLAR","LA CAÑADA DEL FENOLLAR","Púb.","CL","CAÑADA BAJA","271",3699,"ALACANT CAÑADA (LA)","Alacant","965666706","",38.4034,-0.571681
"46019891","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MADRE PETRA","MADRE PETRA","Priv.","CL","VIRGEN DE GUADALUPE","5",46901,"TORRENT MONTE VEDAT","València","961554512","961554512",39.417,-0.491523
"03014150","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","ELISA TOMÁS YUSTI","CENTRE EDUCACIÓ INFANTIL ELISA TOMÁS YUSTI","Priv.","CL","CAMINO DEL FARO","31",3540,"ALACANT","Alacant","965263021","",38.3604,-0.416075
"46004413","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EDELWEISS","EDELWEISS","Priv.","CL","PINO PANERA","19",46110,"GODELLA","València","963638081","963639940",39.5333,-0.430602
"46005508","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN","SAGRADO CORAZÓN","Priv.","PZ","CONSTITUCIÓ","9",46920,"MISLATA","València","963790453","963831086",39.4756,-0.417805
"46007451","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MARÍA INMACULADA","MARÍA INMACULADA","Priv.","CL","VIRGEN DE LOS DOLORES","38",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962670487","962698110",39.6621,-0.221899
"46008169","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA ENCARNACIÓN","LA ENCARNACIÓN","Priv.","PZ","SAN PEDRO","5",46410,"SUECA","València","961700325","961700325",39.2017,-0.310246
"46008133","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","UNIÓN CRISTIANA","UNIÓN CRISTIANA","Priv.","AV","BERNARDO ALIÑO","4",46410,"SUECA","València","961703832","961704305",39.202,-0.307628
"46008443","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","JULIO VERNE","JULIO VERNE","Priv.","CR","DE LA ALBERCA, KM. 51","",46901,"TORRENT MONTE VEDAT","València","961551698","961555011",39.4163,-0.499642
"46008546","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ Y SANTA ANA","SAN JOSÉ Y SANTA ANA","Priv.","CL","MAESTRO GINER","20",46900,"TORRENT","València","961550574","961573559",39.4383,-0.46266
"46014030","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","HERNÁNDEZ","HERNÁNDEZ","Priv.","AV","DE CUBA","6",46270,"VILLANUEVA DE CASTELLÓN","València","962450578","962450578",39.0747,-0.514587
"46000079","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT VICENT FERRER","SANT VICENT FERRER","Púb.","CM","VELL D'ONTINYENT","S/N",46890,"AGULLENT","València","962907179","962907419",38.8218,-0.555249
"46000274","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN ESTEVE MUÑOZ","JUAN ESTEVE MUÑOZ","Púb.","CL","SAN ROC","S/N",46470,"ALBAL","València","961274492","",39.3941,-0.414997
"46000298","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","AUSIÀS MARCH","Púb.","CL","LA TORRETA","S/N",46687,"ALBALAT DE LA RIBERA","València","962490295","962490295",39.201,-0.390176
"46000304","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","EL CASTELL","EL CASTELL","Púb.","CM","DEL MOLI VELL","S/N",46135,"ALBALAT DELS SORELLS","València","962565210","962565211",39.5436,-0.349717
"46000341","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAFAEL COMENGE","RAFAEL COMENGE","Púb.","AV","OESTE","S/N",46260,"ALBERIC","València","962440477","962440477",39.1143,-0.523737
"46002076","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MARE DE DÉU DEL PILAR","MARE DE DÉU DEL PILAR","Púb.","CL","MACARELLA","S/N",46131,"BONREPÒS I MIRAMBELL","València","961852307","961852307",39.5201,-0.364888
"46002180","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA CERVANTES","CERVANTES","CERVANTES","Púb.","CL","RAFAEL RIDAURA","3",46360,"BUÑOL","València","962500663","962503602",39.425,-0.78564
"46002593","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NÚMERO 1","COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA NÚMERO 1","Púb.","CL","MURALLA","9",46529,"CANET D'EN BERENGUER","València","962676837","962676837",39.6787,-0.221288
"46007669","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CRONISTA CHABRET","CRONISTA CHABRET","Púb.","PZ","CRONISTA CHABRET","10",46500,"SAGUNT","València","962661884","962654026",39.6815,-0.277662
"46002805","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BOSCH MARÍN","BOSCH MARÍN","Púb.","CL","CORBELLA","S/N",46240,"CARLET","València","962534015","962534015",39.2209,-0.520086
"46002799","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANT BERNAT","SANT BERNAT","Púb.","CL","GOYA","S/N",46240,"CARLET","València","962530451","962530451",39.2213,-0.51536
"46017365","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","FLORIDA, CENTRE E.SECUNDARI-TECNIC PROF.","FLORIDA, CENTRE E.SECUNDARI-TECNIC PROF.","Priv.","CL","REI EN JAUME I","2",46470,"CATARROJA","València","961220380","961269933",39.4025,-0.412234
"46017699","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LOS NARANJOS","LOS NARANJOS","Priv.","CR","DE BARX","S/N",46702,"GANDIA","València","962875318","962869973",38.9709,-0.199363
"46019921","ESCOLA PRIVADA DE MÚSICA","ESCOLA D'EDUCANDOS DE L'AMISTAT","E. DE MÚSICA ESCOLA D'EDUCANDOS DE L'AMISTAT","Priv.","PZ","PAÍS VALENCIÀ","4",46930,"QUART DE POBLET","València","961523883","961523883",39.4827,-0.441977
"46019957","CENTRE AUTORITZAT ELEMENTAL DE DANSA","BOTÀNIC (ESPAI DE DANSA)","C.ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA)","Priv.","CL","TURIA","65",46008,"VALENCIA","València","963917048","963917048",39.4777,-0.385401
"46021541","ESCOLA PRIVADA DE MÚSICA","LA JOVENTUT","E. DE MÚSICA LA JOVENTUT","Priv.","CL","CONSTITUCIÓN","6",46510,"QUART DE LES VALLS","València","","",39.7413,-0.274208
"46021551","ESCOLA PRIVADA DE MÚSICA","MESTRE GEA","E. DE MÚSICA MESTRE GEA","Priv.","CL","ALFREDO PÉREZ","S/N",46727,"REAL DE GANDÍA","València","962873981","",38.9481,-0.195565
"46021563","ESCOLA PRIVADA DE MÚSICA","ROCAFORT MUSICAL","E. DE MÚSICA ROCAFORT MUSICAL","Priv.","CL","MAYOR","1",46111,"ROCAFORT","València","961311410","961311410",39.5277,-0.409402
"46021575","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA","JOSÉ SERRANO","C.A.ENS.ART.PROFESSIONALS DE MÚSICA JOSE SERRANO","Priv.","CL","LA PUNTA","46",46410,"SUECA","València","961702169","961702169",39.2035,-0.309159
"46021587","ESCUELA PRIVADA DE MÚSICA COMARCAL ALTO TURIA","COMARCAL ALTO TURIA","E. DE MÚSICA COMARCAL ALTO TURIA","Priv.","CL","CUESTA CLARA","S/N",46177,"CHELVA","València","961635277","961635277",39.7474,-0.994155
"46021605","ESCOLA PRIVADA DE MÚSICA","HIPÓLITO MARTÍNEZ","E. DE MÚSICA HIPOLITO MARTINEZ","Priv.","CL","BARÓN DE SAN PETRILLO","14",46020,"VALENCIA","València","963691703","963691879",39.4853,-0.360457
"46021630","INSTITUTO DE EDUCACIÓN SECUNDARIA NÚMERO 1","NÚMERO 1","INSTITUTO EDUCACIÓN SECUNDARIA NÚMERO 1","Púb.","CR","DE MADRID","S/N",46380,"CHESTE","València","962525568","962525583",39.4792,-0.645661
"03014290","ESCOLA PRIVADA DE MÚSICA","TRADICIONAL LA XAFIGÀ","E. DE MÚSICA TRADICIONAL LA XAFIGÀ","Priv.","CL","ESTACIÓ","S/N",3830,"MURO DE ALCOY","Alacant","966516901","",38.7784,-0.440537
"03014307","ESCOLA PRIVADA DE MÚSICA","UNIÓN MUSICAL CONTESTANA","E. DE MÚSICA UNIÓN MUSICAL CONTESTANA","Priv.","CL","LITERATO AZORÍN","5",3820,"COCENTAINA","Alacant","965590419","",38.7397,-0.440837
"03014319","ESCOLA PÚBLICA DE MÚSICA","MUNICIPAL","E. DE MÚSICA MUNICIPAL","Púb.","CL","AROMES","4",3740,"GATA DE GORGOS","Alacant","965756089","965756635",38.7756,0.082148
"03014320","ESCOLA PRIVADA DE MÚSICA","UNIÓN LÍRICA","E. DE MÚSICA UNIÓN LÍRICA","Priv.","CL","NOVELDA","1",3650,"PINÓS (EL)","Alacant","965478720","",38.3998,-1.04541
"46021711","CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL","AUSIÀS MARCH","C.INTEGRAT PÚB. FORMACIÓ PROFESSIONAL AUSIÀS MARCH","Púb.","CL","ÁNGEL DE VILLENA","S/N",46013,"VALENCIA","València","963353076","963355620",39.4478,-0.368782
"03014101","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","JARDÍN DE LA ALEGRIA","CENTRE EDUCACIÓ INFANTIL (1) JARDÍN DE LA ALEGRIA","Priv.","CL","ALACANT","16",3690,"SANT VICENT DEL RASPEIG","Alacant","965660459","",38.3947,-0.520445
"03014356","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","PEÑAFORT","CENTRE EDUCACIÓ INFANTIL PEÑAFORT","Priv.","CL","RIO TURIA","37",3690,"SANT VICENT DEL RASPEIG","Alacant","965663684","",38.3909,-0.50109
"46018060","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA","MARIBEL MARTÍN","C.ELEMENTAL DE MÚSICA MARIBEL MARTÍN","Priv.","CL","ALEMANIA","8-1",46010,"VALENCIA","València","963693213","",39.4814,-0.36166
"03014435","ESCUELA PRIVADA DE MÚSICA MAESTRO ALCOLEA","MAESTRO ALCOLEA","E. DE MÚSICA MAESTRO ALCOLEA","Priv.","CL","DOCTOR FLEMING","8",3680,"ASPE","Alacant","965491714","",38.348,-0.766398
"03014447","ESCOLA PRIVADA DE MÚSICA","ESCOLA D'EDUCANDS L'AVANÇ","E. DE MÚSICA ESCOLA D'EDUCANDS L'AVANÇ","Priv.","PZ","CONSTITUCIÓN","4",3560,"CAMPELLO (EL)","Alacant","965634120","",38.4291,-0.397868
"03014459","ESCOLA PRIVADA DE MÚSICA","","E. DE MÚSICA","Priv.","PZ","CONSTITUCIÓN","7",3560,"CAMPELLO (EL)","Alacant","965636194","965630076",38.429,-0.39789
"12005465","ESCOLA PRIVADA DE MÚSICA","LA UNIÓN MUSICAL","E. DE MÚSICA DE LA UNIÓN MUSICAL","Priv.","CL","SAN JOSÉ OBRERO","S/N",12549,"BETXÍ","Castelló","964622291","",39.9282,-0.202528
"12005477","ESCOLA PRIVADA DE MÚSICA","","E. DE MÚSICA","Priv.","CL","COLÓN","S/N",12500,"VINARÒS","Castelló","964456203","",40.4701,0.478141
"12005489","ESCOLA PRIVADA DE MÚSICA","UNIÓ MUSICAL","E. DE MÚSICA DE LA UNIÓ MUSICAL","Priv.","CR","DEL PORTELL","S/N",12150,"VILAFRANCA","Castelló","964441608","964440183",40.4321,-0.255175
"46024448","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","PZ","SANT PERE","7",46891,"PALOMAR [EL]","València","677579034","",38.8547,-0.501702
"46023031","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL VERGE DEL REMEI","ESCOLA INFANTIL (1) MUNICIPAL VERGE DEL REMEI","Púb.","CL","JOAN MARTORELL","S/N",46841,"CASTELLÓ DE RUGAT","València","962814078","",38.8747,-0.381056
"46023043","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL GENOVÉS","ESCOLA INFANTIL (1) MUNICIPAL GENOVÉS","Púb.","PR","CALLE LEPANTO","S/N",46894,"GENOVÉS","València","962229623","",38.9875,-0.466865
"03015257","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RACÓ DE L'ALBIR","RACÓ DE L'ALBIR","Púb.","CL","RICHARD WAGNER","S/N",3580,"ALFÀS DEL PI (L')","Alacant","966868535","966868592",38.5773,-0.068826
"03015269","COL·LEGI D'EDUCACIÓ PRIMÀRIA","PINTOR JULIO QUESADA","PINTOR JULIO QUESADA","Púb.","CL","PLEITA","S/N",3330,"CREVILLENT","Alacant","965403918","",38.2446,-0.803139
"46023122","CONSERVATORI SUPERIOR DE DANSA","","CONSERVATORI SUPERIOR DE DANSA","Púb.","CM","DE VERA","S/N",46022,"VALENCIA","València","963695259","963695361",39.4837,-0.346053
"46023158","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SERRERIA","SERRERIA","Púb.","CL","SERRERIA","71",46022,"VALENCIA","València","963551400","963550223",39.4678,-0.335426
"03015464","INSTITUT D'EDUCACIÓ SECUNDÀRIA","","INSTITUT EDUCACIÓ SECUNDÀRIA","Púb.","CL","MALLORCA","S/N",3725,"TEULADA","Alacant","965740325","965741690",38.7304,0.101677
"03015348","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","LEPANTO","17",3760,"ONDARA","Alacant","965766181","965766081",38.8281,0.022048
"46023419","CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL","CIUTAT DE L'APRENENT","C.INTEGRAT PÚB. FORMACIÓ PROFESSIONAL CIUTAT DE L'APRENENT","Púb.","CL","CIUDAD DEL APRENDIZ","4",46017,"VALENCIA","València","963773600","963770274",39.4402,-0.390626
"46023444","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","BAMBINOS","CENTRE EDUCACIÓ INFANTIL BAMBINOS","Priv.","CL","PREVISORA","27",46017,"VALENCIA","València","963774133","",39.4531,-0.387923
"46023456","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CARAGOLS I MARIETES ","CENTRE EDUCACIÓ INFANTIL (1) CARAGOLS I MARIETES ","Priv.","CL","VILLAMARCHANTE","11",46035,"VALENCIA BENIMAMET-BENIFERRI","València","963644609","",39.4997,-0.425516
